-4.960000000000000520e-02,5.462929646514365356e-02
-4.800000000000000794e-02,5.537998201559329869e-02
-4.640000000000000374e-02,5.623013992617712647e-02
-4.480000000000000648e-02,5.718006507490390466e-02
-4.320000000000000229e-02,5.822213050898323444e-02
-4.160000000000000503e-02,5.933682104931065765e-02
-4.000000000000000777e-02,6.048810016284936197e-02
-3.840000000000000357e-02,6.161878239461441448e-02
-3.680000000000000632e-02,6.264719669535194491e-02
-3.520000000000000212e-02,6.346702059691233799e-02
-3.360000000000000486e-02,6.395233405770689439e-02
-3.200000000000000067e-02,6.396916007234708379e-02
-3.040000000000000341e-02,6.339277682039717865e-02
-2.880000000000000268e-02,6.212744590045443660e-02
-2.720000000000000542e-02,6.012330636890194507e-02
-2.560000000000000470e-02,5.738544780868499312e-02
-2.400000000000000397e-02,5.397277266371774962e-02
-2.240000000000000324e-02,4.998779528808627859e-02
-2.080000000000000251e-02,4.556111795274562365e-02
-1.920000000000000526e-02,4.083497913683335756e-02
-1.760000000000000453e-02,3.594927932375323321e-02
-1.600000000000000033e-02,3.103181337288516556e-02
-1.440000000000000308e-02,2.619292547886186220e-02
-1.280000000000000582e-02,2.152384835212793265e-02
-1.120000000000000162e-02,1.709760157979555578e-02
-9.600000000000004363e-03,1.297133373678389934e-02
-8.000000000000000167e-03,9.189206654546276665e-03
-6.400000000000002909e-03,5.785196748973528424e-03
-4.800000000000005651e-03,2.785446744188020685e-03
-3.200000000000001454e-03,2.100068069743610266e-04
-1.600000000000004197e-03,-1.926050251560396109e-03
0.000000000000000000e+00,-3.612063464702407189e-03
1.599999999999997258e-03,-4.841643454370325728e-03
3.199999999999994515e-03,-5.612817187095761606e-03
4.799999999999998712e-03,-5.928324446728402974e-03
6.399999999999995970e-03,-5.795954543865403097e-03
8.000000000000000167e-03,-5.228842024204254091e-03
9.599999999999997424e-03,-4.245673311419777274e-03
1.119999999999999468e-02,-2.870787246171666030e-03
1.279999999999999888e-02,-1.134176293101821220e-03
1.439999999999999614e-02,9.285934141674487274e-04
1.600000000000000033e-02,3.276530992623497007e-03
1.760000000000000453e-02,5.863453336346233224e-03
1.919999999999999485e-02,8.638363141147659130e-03
2.079999999999999905e-02,1.154609365599416210e-02
2.240000000000000324e-02,1.452839217925665227e-02
2.399999999999999356e-02,1.752562173438278886e-02
2.559999999999999776e-02,2.047918228931195836e-02
2.720000000000000195e-02,2.333456255619380249e-02
2.879999999999999227e-02,2.604465637495375838e-02
3.039999999999999647e-02,2.857271971198801705e-02
3.200000000000000067e-02,3.089426562792692635e-02
3.360000000000000486e-02,3.299740756733755137e-02
3.519999999999999518e-02,3.488161355283173060e-02
3.679999999999999938e-02,3.655530387289558647e-02
3.840000000000000357e-02,3.803297500816494453e-02
3.999999999999999389e-02,3.933248330978189600e-02
4.159999999999999809e-02,4.047287770371094107e-02
4.320000000000000229e-02,4.147290014852872408e-02
4.479999999999999261e-02,4.235008657142969729e-02
4.639999999999999680e-02,4.312032112067707562e-02
4.800000000000000100e-02,4.379769163711476343e-02
4.960000000000000520e-02,4.439452413926690127e-02
