-5.000000000000000278e-02,2.700000000000000000e+01
-4.900000000000000189e-02,2.800000000000000000e+01
-4.800000000000000100e-02,2.900000000000000000e+01
-4.700000000000000011e-02,2.900000000000000000e+01
-4.599999999999999922e-02,3.000000000000000000e+01
-4.500000000000000527e-02,3.100000000000000000e+01
-4.400000000000000439e-02,3.100000000000000000e+01
-4.300000000000000350e-02,3.100000000000000000e+01
-4.200000000000000261e-02,3.100000000000000000e+01
-4.100000000000000172e-02,3.100000000000000000e+01
-4.000000000000000083e-02,3.100000000000000000e+01
-3.900000000000000688e-02,3.000000000000000000e+01
-3.800000000000000600e-02,2.900000000000000000e+01
-3.700000000000000511e-02,2.700000000000000000e+01
-3.600000000000000422e-02,2.500000000000000000e+01
-3.500000000000000333e-02,2.100000000000000000e+01
-3.400000000000000244e-02,1.700000000000000000e+01
-3.300000000000000155e-02,1.200000000000000000e+01
-3.200000000000000067e-02,4.000000000000000000e+00
-3.100000000000000325e-02,-1.000000000000000000e+01
-3.000000000000000236e-02,-1.400000000000000000e+01
-2.900000000000000147e-02,-1.600000000000000000e+01
-2.800000000000000405e-02,-1.800000000000000000e+01
-2.700000000000000316e-02,-2.000000000000000000e+01
-2.600000000000000228e-02,-2.100000000000000000e+01
-2.500000000000000139e-02,-2.100000000000000000e+01
-2.400000000000000050e-02,-2.000000000000000000e+01
-2.300000000000000308e-02,-1.800000000000000000e+01
-2.200000000000000219e-02,-1.400000000000000000e+01
-2.100000000000000130e-02,-6.000000000000000000e+00
-2.000000000000000389e-02,1.000000000000000000e+00
-1.900000000000000300e-02,5.000000000000000000e+00
-1.800000000000000211e-02,8.000000000000000000e+00
-1.700000000000000122e-02,1.000000000000000000e+01
-1.600000000000000033e-02,8.000000000000000000e+00
-1.499999999999999944e-02,7.000000000000000000e+00
-1.399999999999999856e-02,5.000000000000000000e+00
-1.300000000000000461e-02,0.000000000000000000e+00
-1.200000000000000372e-02,-4.000000000000000000e+00
-1.100000000000000283e-02,-5.000000000000000000e+00
-1.000000000000000194e-02,-5.000000000000000000e+00
-9.000000000000001055e-03,-5.000000000000000000e+00
-8.000000000000000167e-03,-4.000000000000000000e+00
-6.999999999999999278e-03,-2.000000000000000000e+00
-6.000000000000005329e-03,0.000000000000000000e+00
-5.000000000000004441e-03,1.000000000000000000e+00
-4.000000000000003553e-03,2.000000000000000000e+00
-3.000000000000002665e-03,2.000000000000000000e+00
-2.000000000000001776e-03,1.000000000000000000e+00
-1.000000000000000888e-03,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000888e-03,-1.000000000000000000e+00
2.000000000000001776e-03,-2.000000000000000000e+00
2.999999999999995726e-03,-2.000000000000000000e+00
3.999999999999996614e-03,-2.000000000000000000e+00
4.999999999999997502e-03,-2.000000000000000000e+00
5.999999999999998390e-03,-2.000000000000000000e+00
6.999999999999999278e-03,-1.000000000000000000e+00
8.000000000000000167e-03,0.000000000000000000e+00
9.000000000000001055e-03,0.000000000000000000e+00
9.999999999999995004e-03,0.000000000000000000e+00
1.099999999999999589e-02,0.000000000000000000e+00
1.199999999999999678e-02,0.000000000000000000e+00
1.299999999999999767e-02,0.000000000000000000e+00
1.399999999999999856e-02,0.000000000000000000e+00
1.499999999999999944e-02,0.000000000000000000e+00
1.600000000000000033e-02,0.000000000000000000e+00
1.700000000000000122e-02,0.000000000000000000e+00
1.800000000000000211e-02,0.000000000000000000e+00
1.900000000000000300e-02,0.000000000000000000e+00
2.000000000000000389e-02,1.000000000000000000e+00
2.100000000000000477e-02,2.000000000000000000e+00
2.200000000000000566e-02,1.000000000000000000e+00
2.299999999999999267e-02,0.000000000000000000e+00
2.399999999999999356e-02,0.000000000000000000e+00
2.499999999999999445e-02,-1.000000000000000000e+00
2.599999999999999534e-02,-2.000000000000000000e+00
2.699999999999999623e-02,-2.000000000000000000e+00
2.799999999999999711e-02,-3.000000000000000000e+00
2.899999999999999800e-02,-3.000000000000000000e+00
2.999999999999999889e-02,-2.000000000000000000e+00
3.099999999999999978e-02,0.000000000000000000e+00
3.200000000000000067e-02,0.000000000000000000e+00
3.300000000000000155e-02,0.000000000000000000e+00
3.400000000000000244e-02,1.000000000000000000e+00
3.500000000000000333e-02,2.000000000000000000e+00
3.600000000000000422e-02,3.000000000000000000e+00
3.700000000000000511e-02,4.000000000000000000e+00
3.799999999999999212e-02,5.000000000000000000e+00
3.899999999999999301e-02,5.000000000000000000e+00
3.999999999999999389e-02,6.000000000000000000e+00
4.099999999999999478e-02,6.000000000000000000e+00
4.199999999999999567e-02,6.000000000000000000e+00
4.299999999999999656e-02,7.000000000000000000e+00
4.399999999999999745e-02,7.000000000000000000e+00
4.499999999999999833e-02,7.000000000000000000e+00
4.599999999999999922e-02,7.000000000000000000e+00
4.700000000000000011e-02,8.000000000000000000e+00
4.800000000000000100e-02,8.000000000000000000e+00
4.900000000000000189e-02,8.000000000000000000e+00
5.000000000000000278e-02,8.000000000000000000e+00
