-2.999999999999999889e-02,-9.613442941331999366e-04,2.236595193837295683e-05
-2.899999999999999800e-02,-8.352381255278804907e-04,4.054522330338794587e-05
-2.799999999999999711e-02,-7.252010375174726062e-04,4.922055406834002951e-05
-2.699999999999999969e-02,-6.296879232632816674e-04,5.131661772578700702e-05
-2.599999999999999881e-02,-5.471993976749799180e-04,4.931494089302067719e-05
-2.499999999999999792e-02,-4.762959883144530691e-04,4.520876759721905455e-05
-2.400000000000000050e-02,-4.156097526737633201e-04,4.048859576218061902e-05
-2.299999999999999961e-02,-3.638535174920966742e-04,3.615862348199178544e-05
-2.199999999999999872e-02,-3.198279298496409825e-04,3.278217723806875700e-05
-2.099999999999999784e-02,-2.824265038494209621e-04,3.055199518413429134e-05
-1.999999999999999695e-02,-2.506388407711999705e-04,2.937901710208917208e-05
-1.899999999999999953e-02,-2.235521946546388603e-04,2.899129230378197602e-05
-1.799999999999999864e-02,-2.003515493419803046e-04,2.903316339473863486e-05
-1.699999999999999775e-02,-1.803183670836120192e-04,2.915449969424514158e-05
-1.600000000000000033e-02,-1.628281628829409203e-04,2.908079862451538183e-05
-1.499999999999999944e-02,-1.473470528300906276e-04,2.865750948772470769e-05
-1.399999999999999856e-02,-1.334274187470183514e-04,2.786565814258848786e-05
-1.299999999999999767e-02,-1.207028255397253358e-04,2.681014479736114938e-05
-1.199999999999999678e-02,-1.088823217263175218e-04,2.568615854733197201e-05
-1.099999999999999936e-02,-9.774424768275382801e-05,2.473221830170427521e-05
-9.999999999999998473e-03,-8.712967022119996220e-05,2.417981755122142369e-05
-8.999999999999997585e-03,-7.693555618898783167e-05,2.420926032527251294e-05
-8.000000000000000167e-03,-6.710779184925899405e-05,2.491916714175388423e-05
-6.999999999999999278e-03,-5.763414887745563545e-05,2.631380566402388862e-05
-5.999999999999998390e-03,-4.853729188089866856e-05,2.830859825028046500e-05
-4.999999999999997502e-03,-3.986791642177810657e-05,3.075066855838438256e-05
-3.999999999999996614e-03,-3.169810059695817283e-05,3.344877889730139532e-05
-2.999999999999999195e-03,-2.411494730108318762e-05,3.620588839431720040e-05
-1.999999999999998307e-03,-1.721458837254923402e-05,3.884791325514898362e-05
-9.999999999999974187e-04,-1.109661589498948021e-05,4.124386036740309945e-05
0.000000000000000000e+00,-5.859000000000000147e-06,4.331486042737211833e-05
1.000000000000000888e-03,-1.593546589915549853e-06,4.503216206284121339e-05
2.000000000000001776e-03,1.618057527475076428e-06,4.640631274643886316e-05
3.000000000000002665e-03,3.707570527303592071e-06,4.747114765792053147e-05
4.000000000000003553e-03,4.622856841034752769e-06,4.826665743098180756e-05
5.000000000000004441e-03,4.329854103784371029e-06,4.882436102660436258e-05
6.000000000000005329e-03,2.813821991329142924e-06,4.915770298523967181e-05
6.999999999999999278e-03,7.985508951379316702e-08,4.925855954075264112e-05
8.000000000000000167e-03,-3.847352134320125100e-06,4.909952630520095750e-05
9.000000000000001055e-03,-8.924494261339958469e-06,4.864056424768426308e-05
1.000000000000000194e-02,-1.509139782920001636e-05,4.783798299698464933e-05
1.100000000000000283e-02,-2.227351236761011268e-05,4.665368761521288552e-05
1.200000000000000372e-02,-3.038513778419407271e-05,4.506302207476366010e-05
1.300000000000000461e-02,-3.933337039641843593e-05,4.306022889941396082e-05
1.399999999999999856e-02,-4.902274397845258070e-05,4.066128977544130891e-05
1.499999999999999944e-02,-5.936053626490310367e-05,3.790451588817113902e-05
1.600000000000000033e-02,-7.026270542644429487e-05,3.484957969504946817e-05
1.700000000000000122e-02,-8.166041510545044794e-05,3.157566035471879120e-05
1.800000000000000211e-02,-9.350710067281423955e-05,2.817903041057973719e-05
1.900000000000000300e-02,-1.057860234402171947e-04,2.476983321238712644e-05
2.000000000000000389e-02,-1.185182536352000476e-04,2.146714773062645453e-05
2.100000000000000477e-02,-1.317710170194595274e-04,1.839091568498542892e-05
2.200000000000000566e-02,-1.456663341038823885e-04,1.564912292313958854e-05
2.299999999999999961e-02,-1.603898749869054523e-04,1.331892478793062482e-05
2.400000000000000050e-02,-1.761999469158727371e-04,1.142119570709995138e-05
2.500000000000000139e-02,-1.934365257441406690e-04,9.889122208388387465e-06
2.600000000000000228e-02,-2.125302365297666114e-04,8.532679333411497024e-06
2.700000000000000316e-02,-2.340111825946919770e-04,7.001826967176916086e-06
2.800000000000000405e-02,-2.585175164364156503e-04,4.751786125465067186e-06
2.900000000000000494e-02,-2.868036399572334444e-04,1.013685480533675631e-06
2.999999999999999889e-02,-3.197479155492000385e-04,-5.226762133733015795e-06
